N,P,K,ph,crop
167,63,67,6.09,sugarcane
144,12,12,7.83,barley
76,55,58,6.95,maize
46,94,22,5.07,lentil
73,57,55,6.98,maize
194,79,33,7.13,soybean
216,97,54,5.35,chickpea
127,26,21,7.45,cotton
119,35,39,5.39,rice
163,63,62,6.4,sugarcane
25,72,12,5.69,millet
78,55,55,6.8,maize
119,38,30,5.28,rice
177,62,63,6.03,sugarcane
145,12,18,7.7,barley
200,93,57,5.22,chickpea
136,21,21,7.11,cotton
24,62,11,5.59,millet
29,68,15,5.67,millet
40,80,22,5.17,lentil
24,69,10,5.67,millet
42,96,25,5.31,lentil
173,65,64,6.21,sugarcane
60,54,50,6.63,maize
118,38,34,5.04,rice
104,35,30,5.26,rice
208,97,58,5.45,chickpea
179,69,62,6.0,sugarcane
111,37,34,5.45,rice
213,98,54,5.58,chickpea
169,66,64,6.4,sugarcane
190,76,31,7.08,soybean
36,73,16,5.57,millet
51,85,26,5.47,lentil
95,46,42,6.31,wheat
91,44,45,6.28,wheat
196,72,30,6.88,soybean
20,71,12,5.82,millet
210,90,57,5.29,chickpea
121,25,23,7.16,cotton
171,65,65,6.1,sugarcane
142,10,15,7.55,barley
84,49,49,6.13,wheat
73,58,57,6.98,maize
123,29,28,7.49,cotton
130,29,26,7.44,cotton
180,73,36,6.82,soybean
138,26,23,7.45,cotton
113,35,32,5.4,rice
125,26,24,7.05,cotton
20,69,11,5.76,millet
80,46,45,6.11,wheat
160,66,61,6.39,sugarcane
192,74,30,6.96,soybean
23,68,17,5.94,millet
201,99,56,5.22,chickpea
188,73,33,6.96,soybean
32,68,12,5.81,millet
201,91,55,5.54,chickpea
56,98,20,5.31,lentil
139,27,20,7.34,cotton
67,58,56,6.55,maize
176,61,63,6.39,sugarcane
172,68,60,6.14,sugarcane
26,61,15,5.78,millet
65,51,56,6.73,maize
24,73,11,5.75,millet
132,27,23,7.02,cotton
204,96,56,5.53,chickpea
200,91,51,5.49,chickpea
196,79,35,6.91,soybean
96,46,42,6.2,wheat
166,63,61,6.37,sugarcane
195,74,36,7.06,soybean
160,69,61,6.24,sugarcane
70,58,53,6.89,maize
84,46,42,6.08,wheat
35,78,12,5.88,millet
139,25,22,7.29,cotton
144,14,17,7.68,barley
195,72,39,7.09,soybean
31,65,14,5.76,millet
98,41,45,6.42,wheat
86,49,47,6.12,wheat
100,36,31,5.27,rice
38,64,18,5.66,millet
190,72,35,7.0,soybean
111,30,39,5.27,rice
211,98,56,5.28,chickpea
123,27,26,7.36,cotton
177,66,62,6.28,sugarcane
168,64,66,6.34,sugarcane
124,27,29,7.44,cotton
217,95,55,5.38,chickpea
49,91,27,5.36,lentil
173,69,64,6.37,sugarcane
113,32,30,5.36,rice
136,20,21,7.16,cotton
65,52,50,6.97,maize
129,26,29,7.06,cotton
179,68,69,6.28,sugarcane
193,79,37,7.01,soybean
93,47,40,6.28,wheat
209,94,59,5.55,chickpea
180,71,31,7.14,soybean
123,28,25,7.3,cotton
136,24,23,7.38,cotton
148,17,12,7.81,barley
114,38,33,5.38,rice
65,56,56,6.79,maize
80,43,40,6.22,wheat
41,89,25,5.22,lentil
198,70,39,6.94,soybean
41,96,20,5.38,lentil
48,88,29,5.23,lentil
166,69,63,6.27,sugarcane
112,33,30,5.05,rice
190,77,32,6.98,soybean
196,79,30,6.95,soybean
80,43,45,6.34,wheat
136,23,26,7.16,cotton
45,80,23,5.23,lentil
59,93,20,5.3,lentil
207,98,57,5.2,chickpea
190,79,37,7.04,soybean
131,29,22,7.31,cotton
103,35,35,5.13,rice
145,15,10,7.83,barley
105,34,32,5.38,rice
213,98,55,5.36,chickpea
131,23,24,7.31,cotton
139,28,27,7.11,cotton
39,61,14,5.74,millet
135,25,24,7.22,cotton
215,99,56,5.44,chickpea
140,16,16,7.76,barley
212,98,51,5.33,chickpea
69,58,52,6.66,maize
142,19,13,7.68,barley
45,95,25,5.17,lentil
124,29,28,7.41,cotton
114,38,37,5.48,rice
141,15,13,7.77,barley
116,33,30,5.19,rice
207,93,57,5.42,chickpea
25,79,13,5.51,millet
211,99,57,5.47,chickpea
136,28,22,7.0,cotton
63,57,50,6.91,maize
74,52,51,6.87,maize
152,18,12,7.66,barley
39,75,10,5.66,millet
106,30,30,5.11,rice
181,73,33,6.84,soybean
188,78,38,6.97,soybean
215,99,56,5.42,chickpea
147,12,11,7.66,barley
194,71,34,7.14,soybean
164,66,63,6.35,sugarcane
89,45,49,6.45,wheat
61,56,59,6.97,maize
65,55,51,6.68,maize
170,69,61,6.17,sugarcane
200,92,56,5.2,chickpea
126,20,22,7.37,cotton
134,23,21,7.47,cotton
29,72,16,5.74,millet
219,92,54,5.52,chickpea
196,79,33,7.03,soybean
26,65,17,5.74,millet
42,91,25,5.45,lentil
125,25,21,7.1,cotton
218,97,58,5.42,chickpea
124,25,24,7.04,cotton
47,86,21,5.02,lentil
128,22,21,7.42,cotton
125,22,22,7.01,cotton
77,55,51,6.6,maize
35,69,13,5.75,millet
95,41,46,6.5,wheat
115,38,37,5.43,rice
142,14,18,7.52,barley
209,92,50,5.48,chickpea
50,81,22,5.05,lentil
46,98,25,5.42,lentil
121,28,27,7.49,cotton
181,73,32,6.91,soybean
60,58,56,6.87,maize
35,70,16,5.66,millet
217,96,56,5.45,chickpea
111,35,39,5.45,rice
54,90,29,5.48,lentil
34,77,12,5.76,millet
138,26,23,7.29,cotton
96,41,45,6.26,wheat
208,96,54,5.53,chickpea
216,99,57,5.54,chickpea
202,97,54,5.54,chickpea
153,11,11,7.63,barley
189,70,38,7.14,soybean
65,54,50,6.65,maize
41,96,25,5.06,lentil
96,49,40,6.05,wheat
78,50,54,6.95,maize
149,16,10,7.84,barley
30,60,17,5.89,millet
96,46,44,6.38,wheat
214,94,52,5.36,chickpea
136,21,24,7.01,cotton
215,94,52,5.29,chickpea
119,35,32,5.48,rice
168,64,64,6.11,sugarcane
83,42,41,6.47,wheat
57,95,24,5.18,lentil
203,98,57,5.37,chickpea
137,22,24,7.24,cotton
119,32,32,5.4,rice
175,68,63,6.05,sugarcane
167,69,63,6.16,sugarcane
41,89,27,5.38,lentil
82,45,49,6.45,wheat
207,93,54,5.44,chickpea
56,98,21,5.28,lentil
95,48,47,6.36,wheat
88,45,49,6.13,wheat
87,40,43,6.38,wheat
62,56,59,6.59,maize
133,24,20,7.32,cotton
68,52,59,6.65,maize
72,51,54,6.55,maize
196,79,39,6.97,soybean
121,29,21,7.36,cotton
215,96,53,5.49,chickpea
121,23,20,7.23,cotton
154,19,13,7.74,barley
157,19,17,7.77,barley
74,52,57,6.75,maize
165,66,64,6.17,sugarcane
111,32,31,5.32,rice
76,53,59,6.82,maize
188,74,31,7.16,soybean
190,75,36,7.18,soybean
142,12,10,7.69,barley
168,65,66,6.24,sugarcane
187,75,36,6.9,soybean
206,93,55,5.25,chickpea
172,66,64,6.27,sugarcane
51,84,29,5.5,lentil
204,94,50,5.3,chickpea
28,66,17,5.96,millet
80,46,47,6.31,wheat
185,74,35,6.85,soybean
85,40,46,6.42,wheat
174,67,66,6.37,sugarcane
87,47,45,6.35,wheat
62,56,57,7.0,maize
46,96,26,5.04,lentil
164,63,65,6.36,sugarcane
58,81,23,5.41,lentil
171,67,69,6.26,sugarcane
69,55,58,6.97,maize
194,71,32,7.01,soybean
168,68,64,6.29,sugarcane
173,62,65,6.3,sugarcane
189,70,35,6.83,soybean
172,64,69,6.27,sugarcane
94,49,42,6.37,wheat
141,14,18,7.58,barley
149,18,16,7.52,barley
134,29,22,7.05,cotton
176,63,69,6.09,sugarcane
53,83,27,5.17,lentil
134,21,20,7.06,cotton
215,92,56,5.45,chickpea
167,62,67,6.23,sugarcane
100,34,34,5.08,rice
51,83,29,5.35,lentil
134,26,29,7.42,cotton
149,17,15,7.75,barley
30,71,11,5.67,millet
165,61,67,6.21,sugarcane
129,28,29,7.25,cotton
59,90,28,5.09,lentil
126,23,27,7.22,cotton
178,60,60,6.37,sugarcane
94,49,47,6.36,wheat
30,68,13,5.65,millet
100,35,38,5.31,rice
202,90,55,5.25,chickpea
136,24,22,7.24,cotton
33,72,16,5.72,millet
77,56,52,6.52,maize
202,90,50,5.37,chickpea
63,53,50,6.84,maize
82,45,47,6.33,wheat
60,53,55,6.63,maize
104,35,35,5.46,rice
170,65,64,6.22,sugarcane
141,10,19,7.74,barley
174,65,67,6.17,sugarcane
218,93,50,5.27,chickpea
196,76,35,6.93,soybean
46,96,27,5.37,lentil
61,56,55,6.67,maize
53,82,26,5.19,lentil
207,90,59,5.23,chickpea
204,93,57,5.44,chickpea
204,96,51,5.37,chickpea
119,37,30,5.27,rice
69,58,55,6.61,maize
28,79,17,5.91,millet
40,94,20,5.35,lentil
105,31,39,5.34,rice
185,74,39,6.81,soybean
120,28,25,7.38,cotton
38,71,18,5.55,millet
78,54,52,6.95,maize
204,95,59,5.46,chickpea
129,29,28,7.0,cotton
90,46,48,6.37,wheat
197,71,33,6.93,soybean
92,45,45,6.3,wheat
174,62,66,6.03,sugarcane
213,96,59,5.38,chickpea
160,64,65,6.27,sugarcane
165,69,63,6.04,sugarcane
154,16,18,7.58,barley
150,12,18,7.86,barley
141,12,15,7.62,barley
38,79,13,5.52,millet
124,27,27,7.27,cotton
91,47,46,6.4,wheat
200,99,57,5.58,chickpea
167,67,62,6.2,sugarcane
83,42,45,6.5,wheat
207,94,54,5.32,chickpea
31,64,13,5.59,millet
168,66,67,6.13,sugarcane
101,30,34,5.45,rice
218,93,56,5.26,chickpea
193,79,30,6.91,soybean
101,32,36,5.07,rice
55,93,21,5.14,lentil
91,49,44,6.36,wheat
89,49,40,6.12,wheat
205,99,59,5.21,chickpea
216,92,58,5.25,chickpea
34,75,13,5.95,millet
31,77,15,5.83,millet
25,79,17,5.81,millet
192,75,39,6.99,soybean
129,27,26,7.1,cotton
214,97,56,5.38,chickpea
31,65,14,5.71,millet
64,56,50,6.58,maize
118,38,30,5.12,rice
184,78,35,6.87,soybean
193,76,38,6.97,soybean
127,29,24,7.42,cotton
89,45,46,6.21,wheat
74,50,56,6.72,maize
186,73,39,6.82,soybean
197,74,38,6.94,soybean
168,67,64,6.18,sugarcane
133,28,26,7.19,cotton
155,10,11,7.69,barley
119,38,30,5.04,rice
80,42,47,6.27,wheat
79,51,52,6.95,maize
70,56,50,6.96,maize
20,79,14,5.63,millet
40,88,27,5.17,lentil
20,76,17,5.79,millet
70,52,54,6.82,maize
208,92,58,5.59,chickpea
38,60,14,5.53,millet
91,44,49,6.2,wheat
157,16,13,7.81,barley
25,79,10,5.96,millet
145,16,14,7.71,barley
64,54,52,6.96,maize
190,75,37,6.94,soybean
179,66,66,6.14,sugarcane
167,66,69,6.15,sugarcane
104,33,35,5.38,rice
162,69,62,6.09,sugarcane
183,76,31,7.15,soybean
215,91,51,5.27,chickpea
71,53,58,6.51,maize
167,69,62,6.31,sugarcane
77,58,51,6.56,maize
210,90,53,5.45,chickpea
152,17,11,7.79,barley
109,38,34,5.18,rice
25,66,16,5.57,millet
125,20,29,7.23,cotton
136,22,21,7.18,cotton
53,81,25,5.4,lentil
81,48,43,6.26,wheat
57,89,27,5.48,lentil
104,33,39,5.02,rice
175,62,62,6.12,sugarcane
156,16,19,7.76,barley
135,20,24,7.07,cotton
131,20,20,7.08,cotton
122,25,24,7.35,cotton
69,58,58,6.72,maize
208,99,55,5.56,chickpea
41,92,23,5.33,lentil
102,32,30,5.28,rice
194,73,32,7.08,soybean
105,34,33,5.16,rice
72,57,57,6.78,maize
144,14,11,7.94,barley
92,48,45,6.41,wheat
146,18,10,7.64,barley
20,63,16,6.0,millet
199,73,38,6.89,soybean
45,94,22,5.49,lentil
97,49,48,6.33,wheat
102,30,32,5.06,rice
124,23,27,7.32,cotton
80,49,41,6.5,wheat
148,17,13,7.57,barley
64,58,50,6.91,maize
55,96,27,5.15,lentil
137,23,25,7.41,cotton
129,27,27,7.4,cotton
205,93,56,5.49,chickpea
77,54,59,6.78,maize
63,58,53,6.71,maize
194,79,36,6.97,soybean
137,28,26,7.44,cotton
149,12,13,7.65,barley
80,44,48,6.1,wheat
108,38,36,5.44,rice
210,94,58,5.55,chickpea
124,24,23,7.42,cotton
38,74,10,5.79,millet
84,43,43,6.38,wheat
88,41,40,6.28,wheat
105,37,31,5.3,rice
190,74,31,7.06,soybean
54,93,26,5.03,lentil
164,63,67,6.07,sugarcane
73,53,55,6.56,maize
127,21,27,7.41,cotton
134,27,29,7.43,cotton
153,18,18,7.98,barley
171,69,69,6.29,sugarcane
209,98,57,5.37,chickpea
142,13,14,7.78,barley
51,82,29,5.28,lentil
94,48,46,6.11,wheat
71,58,59,6.57,maize
71,59,56,6.83,maize
40,97,22,5.09,lentil
113,36,34,5.16,rice
49,89,24,5.04,lentil
60,53,51,7.0,maize
207,99,51,5.3,chickpea
33,78,19,5.96,millet
150,13,15,7.61,barley
132,27,25,7.0,cotton
38,63,15,5.91,millet
76,55,53,6.64,maize
119,38,35,5.15,rice
93,46,47,6.08,wheat
217,99,56,5.3,chickpea
135,23,26,7.33,cotton
144,18,13,7.87,barley
27,62,10,5.81,millet
110,36,36,5.09,rice
74,52,58,6.87,maize
121,22,27,7.02,cotton
181,75,33,7.09,soybean
37,62,12,5.93,millet
214,92,54,5.55,chickpea
155,12,14,7.79,barley
188,77,39,6.95,soybean
134,25,24,7.21,cotton
23,72,10,5.97,millet
172,62,64,6.21,sugarcane
134,27,21,7.26,cotton
135,22,28,7.08,cotton
193,71,37,6.92,soybean
198,78,32,7.19,soybean
158,18,11,7.51,barley
92,44,45,6.34,wheat
190,73,36,7.03,soybean
55,99,21,5.41,lentil
175,60,64,6.19,sugarcane
132,23,26,7.06,cotton
92,47,49,6.08,wheat
42,80,27,5.21,lentil
186,70,34,6.93,soybean
151,17,10,7.78,barley
151,17,11,7.76,barley
164,66,60,6.05,sugarcane
199,77,32,7.12,soybean
157,13,12,7.53,barley
68,52,51,6.53,maize
188,78,39,6.86,soybean
168,61,63,6.14,sugarcane
164,63,62,6.11,sugarcane
113,36,31,5.18,rice
186,76,38,7.01,soybean
178,62,67,6.19,sugarcane
83,43,45,6.26,wheat
54,92,26,5.34,lentil
40,88,20,5.25,lentil
87,42,43,6.38,wheat
35,72,15,5.56,millet
124,29,21,7.48,cotton
123,25,25,7.38,cotton
53,84,21,5.34,lentil
123,23,26,7.15,cotton
137,27,20,7.08,cotton
91,41,41,6.15,wheat
87,44,45,6.18,wheat
119,39,35,5.39,rice
162,66,60,6.39,sugarcane
89,45,41,6.02,wheat
136,20,24,7.18,cotton
30,62,10,5.5,millet
67,53,52,6.73,maize
127,24,24,7.12,cotton
83,44,44,6.45,wheat
57,95,27,5.18,lentil
66,51,56,6.52,maize
100,37,33,5.15,rice
35,66,19,5.56,millet
85,46,42,6.33,wheat
218,98,55,5.5,chickpea
106,37,35,5.05,rice
56,95,21,5.24,lentil
78,52,55,6.85,maize
217,93,50,5.53,chickpea
162,66,67,6.35,sugarcane
93,43,45,6.33,wheat
68,55,50,6.8,maize
54,95,22,5.14,lentil
213,91,54,5.22,chickpea
48,97,20,5.11,lentil
194,70,39,6.89,soybean
37,78,11,5.67,millet
179,63,65,6.18,sugarcane
68,59,52,6.84,maize
84,43,47,6.08,wheat
161,68,64,6.0,sugarcane
59,97,21,5.28,lentil
96,44,49,6.45,wheat
186,79,38,7.05,soybean
92,49,46,6.07,wheat
213,93,57,5.43,chickpea
98,49,45,6.49,wheat
212,91,52,5.36,chickpea
104,32,30,5.16,rice
116,30,34,5.35,rice
117,33,36,5.23,rice
85,45,48,6.48,wheat
170,65,60,6.16,sugarcane
106,33,33,5.3,rice
182,73,35,7.03,soybean
39,64,12,5.63,millet
143,16,12,7.79,barley
128,28,25,7.26,cotton
96,43,41,6.25,wheat
56,95,20,5.45,lentil
179,60,65,6.08,sugarcane
106,35,38,5.43,rice
65,54,54,6.9,maize
179,61,61,6.01,sugarcane
48,82,23,5.12,lentil
215,91,57,5.48,chickpea
65,53,55,6.91,maize
83,45,43,6.06,wheat
52,89,20,5.19,lentil
123,23,20,7.24,cotton
135,26,24,7.4,cotton
145,19,14,7.73,barley
183,76,32,7.13,soybean
125,28,28,7.34,cotton
208,99,59,5.36,chickpea
24,79,14,5.7,millet
195,75,30,7.17,soybean
219,97,50,5.25,chickpea
158,14,14,7.59,barley
149,14,17,7.68,barley
105,30,33,5.23,rice
62,58,59,6.99,maize
52,85,25,5.01,lentil
28,61,13,5.54,millet
110,35,37,5.32,rice
40,82,23,5.1,lentil
135,20,20,7.32,cotton
104,32,36,5.27,rice
206,92,57,5.4,chickpea
200,92,55,5.52,chickpea
64,53,53,6.75,maize
75,54,52,6.56,maize
39,65,12,5.54,millet
156,14,13,7.52,barley
204,93,56,5.5,chickpea
151,17,14,7.95,barley
103,31,38,5.03,rice
35,73,17,5.88,millet
58,96,25,5.01,lentil
70,56,58,6.66,maize
205,96,58,5.5,chickpea
121,22,25,7.39,cotton
86,41,48,6.05,wheat
22,75,18,5.77,millet
140,17,11,7.51,barley
25,77,13,5.95,millet
94,48,43,6.34,wheat
142,19,13,7.82,barley
30,64,15,5.63,millet
138,22,29,7.11,cotton
114,33,36,5.41,rice
136,20,27,7.41,cotton
82,45,43,6.4,wheat
83,47,41,6.01,wheat
41,91,25,5.11,lentil
177,67,66,6.13,sugarcane
85,45,47,6.09,wheat
185,78,37,6.9,soybean
134,24,21,7.33,cotton
91,43,45,6.3,wheat
128,27,22,7.05,cotton
129,24,26,7.1,cotton
100,35,34,5.33,rice
162,60,62,6.28,sugarcane
33,68,14,5.63,millet
191,77,32,7.13,soybean
86,47,46,6.18,wheat
62,56,58,6.79,maize
188,72,35,7.2,soybean
21,70,19,5.79,millet
145,10,13,7.69,barley
127,28,27,7.02,cotton
162,60,62,6.06,sugarcane
181,74,32,7.01,soybean
59,90,24,5.0,lentil
185,71,34,6.94,soybean
69,50,54,6.64,maize
103,38,39,5.37,rice
194,72,37,6.88,soybean
45,86,22,5.48,lentil
129,29,21,7.43,cotton
63,51,57,6.75,maize
135,24,27,7.37,cotton
148,11,12,7.63,barley
186,75,39,6.9,soybean
26,60,10,5.82,millet
183,70,30,6.97,soybean
116,39,32,5.19,rice
66,51,52,6.7,maize
33,70,17,5.84,millet
126,28,27,7.01,cotton
143,11,12,7.89,barley
99,48,48,6.24,wheat
50,86,22,5.4,lentil
160,60,69,6.4,sugarcane
86,40,48,6.38,wheat
86,41,46,6.42,wheat
66,59,52,6.53,maize
20,78,11,5.86,millet
44,89,22,5.05,lentil
71,54,58,6.75,maize
138,23,26,7.48,cotton
174,67,68,6.04,sugarcane
194,77,39,7.05,soybean
174,69,62,6.02,sugarcane
64,55,50,6.76,maize
82,42,40,6.28,wheat
192,77,35,7.01,soybean
99,45,49,6.44,wheat
123,21,27,7.19,cotton
41,93,21,5.11,lentil
51,80,21,5.12,lentil
135,25,26,7.4,cotton
78,59,59,6.77,maize
152,13,19,7.74,barley
185,76,35,7.06,soybean
199,79,36,7.07,soybean
123,29,20,7.16,cotton
72,58,51,6.63,maize
194,73,32,7.01,soybean
32,77,19,5.99,millet
98,43,43,6.34,wheat
167,62,67,6.01,sugarcane
49,93,27,5.04,lentil
97,47,44,6.05,wheat
58,86,23,5.01,lentil
207,91,56,5.44,chickpea
143,10,19,7.94,barley
207,90,54,5.44,chickpea
159,12,11,7.78,barley
147,16,14,7.95,barley
85,41,42,6.34,wheat
161,60,66,6.26,sugarcane
217,91,57,5.27,chickpea
93,43,45,6.13,wheat
69,52,54,6.9,maize
194,72,32,7.13,soybean
214,91,54,5.33,chickpea
148,14,15,7.9,barley
57,81,23,5.23,lentil
169,61,62,6.11,sugarcane
33,74,14,5.53,millet
212,99,51,5.23,chickpea
131,24,29,7.4,cotton
205,93,50,5.51,chickpea
113,33,37,5.44,rice
187,74,35,6.86,soybean
85,44,46,6.41,wheat
123,27,24,7.08,cotton
44,84,29,5.02,lentil
65,52,58,6.63,maize
46,83,25,5.19,lentil
192,73,32,6.85,soybean
206,95,54,5.27,chickpea
177,68,69,6.15,sugarcane
123,22,25,7.47,cotton
212,94,52,5.48,chickpea
148,18,17,7.83,barley
109,34,35,5.47,rice
174,69,67,6.06,sugarcane
89,44,41,6.29,wheat
86,45,47,6.3,wheat
95,41,45,6.43,wheat
79,54,52,6.74,maize
102,30,35,5.17,rice
56,85,24,5.22,lentil
54,97,24,5.08,lentil
165,65,65,6.23,sugarcane
163,66,65,6.21,sugarcane
140,14,12,7.62,barley
209,99,56,5.41,chickpea
60,52,52,6.51,maize
120,26,28,7.25,cotton
112,34,30,5.03,rice
52,92,21,5.49,lentil
195,76,37,6.83,soybean
208,97,53,5.55,chickpea
48,88,23,5.47,lentil
67,52,51,6.66,maize
84,45,48,6.38,wheat
32,73,10,5.6,millet
56,91,29,5.45,lentil
56,89,22,5.33,lentil
62,59,50,6.77,maize
211,97,54,5.34,chickpea
116,35,38,5.13,rice
218,91,56,5.28,chickpea
186,73,32,7.06,soybean
198,78,31,6.86,soybean
191,76,30,7.07,soybean
177,64,65,6.16,sugarcane
196,79,35,7.07,soybean
188,73,37,6.92,soybean
27,73,14,5.73,millet
127,27,27,7.25,cotton
188,79,34,6.89,soybean
174,62,64,6.29,sugarcane
113,31,30,5.25,rice
143,18,10,7.59,barley
146,11,18,7.7,barley
128,21,22,7.3,cotton
55,83,21,5.29,lentil
28,72,14,5.83,millet
29,71,19,5.53,millet
129,23,29,7.47,cotton
27,73,10,5.74,millet
138,23,25,7.32,cotton
59,87,29,5.49,lentil
50,95,24,5.41,lentil
42,84,29,5.15,lentil
204,94,51,5.41,chickpea
198,72,35,6.99,soybean
194,76,39,6.86,soybean
145,15,15,7.73,barley
130,21,29,7.07,cotton
108,37,30,5.1,rice
124,28,27,7.01,cotton
195,74,36,6.91,soybean
155,14,15,7.51,barley
132,28,27,7.16,cotton
184,73,37,6.83,soybean
72,50,54,6.65,maize
86,47,42,6.47,wheat
168,66,62,6.13,sugarcane
49,95,23,5.33,lentil
37,70,10,5.69,millet
174,62,60,6.07,sugarcane
209,96,59,5.45,chickpea
174,68,66,6.02,sugarcane
123,27,29,7.1,cotton
109,36,38,5.42,rice
134,26,21,7.29,cotton
199,77,31,6.89,soybean
83,47,48,6.1,wheat
40,80,23,5.08,lentil
186,77,39,7.04,soybean
143,18,13,7.51,barley
172,68,67,6.16,sugarcane
184,70,37,6.96,soybean
89,45,42,6.1,wheat
204,97,50,5.4,chickpea
63,59,52,6.52,maize
164,67,60,6.0,sugarcane
27,63,19,5.91,millet
212,91,50,5.26,chickpea
204,95,51,5.21,chickpea
98,42,44,6.26,wheat
197,78,31,6.88,soybean
197,74,34,7.07,soybean
56,98,23,5.09,lentil
59,85,21,5.37,lentil
156,19,11,7.96,barley
205,91,58,5.45,chickpea
159,15,16,7.89,barley
81,48,49,6.46,wheat
86,40,48,6.23,wheat
45,86,26,5.43,lentil
81,48,45,6.29,wheat
57,93,27,5.09,lentil
49,83,28,5.19,lentil
158,17,14,7.67,barley
34,70,17,5.94,millet
170,67,66,6.2,sugarcane
162,68,69,6.09,sugarcane
211,91,58,5.59,chickpea
191,76,30,6.89,soybean
91,40,47,6.34,wheat
172,69,65,6.27,sugarcane
43,94,29,5.1,lentil
189,76,30,7.11,soybean
150,15,13,7.61,barley
69,54,51,6.79,maize
94,47,46,6.25,wheat
76,57,50,6.97,maize
147,19,11,7.96,barley
142,16,16,7.86,barley
180,77,30,6.82,soybean
167,65,64,6.01,sugarcane
158,16,16,7.6,barley
104,30,34,5.27,rice
155,11,17,7.78,barley
48,90,23,5.4,lentil
33,74,15,5.91,millet
93,47,43,6.19,wheat
138,20,20,7.26,cotton
138,22,28,7.05,cotton
78,55,53,6.74,maize
147,18,15,7.75,barley
92,45,44,6.03,wheat
218,91,57,5.3,chickpea
167,68,61,6.28,sugarcane
65,54,53,6.77,maize
65,57,58,6.62,maize
89,41,41,6.17,wheat
60,53,53,6.97,maize
105,31,33,5.48,rice
171,64,64,6.13,sugarcane
71,57,51,6.9,maize
115,34,38,5.28,rice
22,62,15,5.85,millet
174,62,68,6.26,sugarcane
110,38,30,5.06,rice
47,83,25,5.15,lentil
77,53,57,6.95,maize
87,42,48,6.3,wheat
94,45,47,6.4,wheat
219,93,54,5.46,chickpea
148,11,13,7.7,barley
129,25,20,7.39,cotton
149,11,17,7.85,barley
182,73,30,6.93,soybean
198,79,34,7.14,soybean
33,77,15,5.88,millet
37,74,13,5.63,millet
194,73,30,6.86,soybean
217,97,59,5.45,chickpea
141,11,19,7.86,barley
67,54,54,6.65,maize
152,19,11,7.58,barley
96,45,46,6.45,wheat
194,79,36,7.15,soybean
35,67,15,5.84,millet
29,63,18,5.51,millet
134,27,27,7.09,cotton
28,66,15,5.97,millet
60,53,59,6.99,maize
86,43,47,6.42,wheat
113,30,38,5.32,rice
176,62,67,6.06,sugarcane
126,27,25,7.46,cotton
62,52,51,6.51,maize
102,31,37,5.16,rice
154,12,15,7.93,barley
113,37,36,5.18,rice
191,78,32,6.82,soybean
168,68,61,6.1,sugarcane
218,99,50,5.23,chickpea
127,25,24,7.21,cotton
47,81,21,5.38,lentil
207,99,53,5.33,chickpea
137,29,29,7.22,cotton
93,45,47,6.2,wheat
212,97,59,5.32,chickpea
98,40,48,6.45,wheat
108,37,36,5.27,rice
176,62,66,6.02,sugarcane
90,46,41,6.2,wheat
206,97,57,5.48,chickpea
153,15,16,7.79,barley
184,71,35,7.17,soybean
161,63,65,6.32,sugarcane
75,50,58,6.64,maize
215,93,57,5.25,chickpea
204,99,51,5.51,chickpea
42,98,20,5.32,lentil
96,48,43,6.31,wheat
60,51,59,6.95,maize
188,72,35,6.93,soybean
172,61,66,6.06,sugarcane
131,22,22,7.32,cotton
171,63,61,6.35,sugarcane
157,14,10,7.55,barley
173,63,61,6.36,sugarcane
24,64,18,5.64,millet
205,90,54,5.27,chickpea
183,76,30,7.07,soybean
116,30,34,5.44,rice
42,87,24,5.49,lentil
104,30,30,5.12,rice
68,59,51,6.54,maize
66,59,52,6.71,maize
55,83,20,5.46,lentil
201,96,58,5.46,chickpea
151,10,11,8.0,barley
179,67,65,6.08,sugarcane
175,64,60,6.36,sugarcane
31,75,13,5.93,millet
28,76,18,5.76,millet
134,21,26,7.12,cotton
30,64,19,5.65,millet
66,56,53,6.63,maize
51,82,25,5.14,lentil
185,74,31,7.08,soybean
73,52,51,6.53,maize
204,92,51,5.33,chickpea
73,53,57,6.7,maize
162,66,67,6.11,sugarcane
202,99,58,5.3,chickpea
219,90,58,5.42,chickpea
91,43,46,6.25,wheat
204,98,54,5.45,chickpea
50,97,25,5.2,lentil
184,76,32,7.16,soybean
214,90,56,5.48,chickpea
146,11,15,7.65,barley
163,61,67,6.2,sugarcane
170,67,69,6.08,sugarcane
43,95,22,5.12,lentil
136,21,21,7.15,cotton
73,52,54,6.56,maize
166,61,64,6.16,sugarcane
72,55,57,6.68,maize
166,60,66,6.06,sugarcane
47,99,29,5.17,lentil
192,73,32,6.92,soybean
49,86,25,5.0,lentil
202,96,55,5.32,chickpea
142,16,19,7.98,barley
81,45,40,6.12,wheat
200,98,55,5.46,chickpea
216,99,55,5.42,chickpea
25,72,14,5.6,millet
205,94,51,5.27,chickpea
148,14,10,7.73,barley
38,70,14,5.62,millet
114,31,30,5.42,rice
110,37,33,5.36,rice
87,42,42,6.24,wheat
114,36,34,5.03,rice
194,78,38,7.18,soybean
121,23,24,7.15,cotton
23,61,12,5.66,millet
178,60,63,6.38,sugarcane
160,67,65,6.11,sugarcane
128,23,24,7.36,cotton
36,76,17,5.99,millet
119,34,31,5.33,rice
141,12,18,7.5,barley
48,99,20,5.22,lentil
107,39,33,5.23,rice
76,58,57,6.74,maize
23,63,15,5.71,millet
